Etat;code_etat;year;code_etat_year;1;2;3;4;5;6;7;8;9;10;11;12
Alabama;AL;1992;AL-1992;5,91;5,92;4,15;2,90;1,97;5,45;6,00;5,85;3,60;2,64;9,40;5,70
Alabama;AL;1993;AL-1993;6,09;3,71;6,49;3,19;3,74;3,38;2,70;4,71;3,79;3,64;3,88;4,31
Alabama;AL;1994;AL-1994;5,27;5,23;7,35;4,37;3,23;7,01;9,57;2,93;3,64;4,98;3,48;3,65
Alabama;AL;1995;AL-1995;4,72;5,77;5,28;4,97;3,08;3,36;3,72;4,57;3,19;9,28;5,66;4,93
Alabama;AL;1996;AL-1996;7,45;3,99;8,39;4,52;2,63;3,26;6,58;4,58;5,86;2,44;3,51;4,99
Alabama;AL;1997;AL-1997;6,51;6,17;3,86;5,95;5,30;7,98;4,85;2,90;3,46;5,06;5,53;4,91
Alabama;AL;1998;AL-1998;7,79;7,42;6,13;5,48;2,33;3,28;6,02;3,38;7,57;1,34;3,25;4,38
Alabama;AL;1999;AL-1999;7,88;2,62;5,52;2,66;4,12;8,31;4,55;1,96;1,84;3,29;2,68;3,26
Alabama;AL;2000;AL-2000;4,78;2,04;5,05;4,95;1,34;3,63;2,25;2,33;3,48;0,79;7,64;4,29
Alabama;AL;2001;AL-2001;4,70;4,19;10,06;4,01;4,12;7,11;3,78;5,27;4,69;3,23;3,42;4,16
Alabama;AL;2002;AL-2002;5,13;2,95;5,85;2,24;4,20;3,69;5,26;3,17;7,28;5,41;4,90;6,48
Alabama;AL;2003;AL-2003;2,35;6,79;4,68;6,46;8,51;7,82;7,55;5,62;3,69;1,59;4,76;3,43
Alabama;AL;2004;AL-2004;3,24;6,94;2,36;3,39;4,05;7,30;4,45;4,41;6,62;3,83;8,00;4,85
Alabama;AL;2005;AL-2005;2,88;4,91;5,95;7,31;2,76;6,24;9,11;5,95;3,13;0,66;3,71;3,98
Alabama;AL;2006;AL-2006;5,33;5,00;3,05;3,14;4,33;2,03;3,26;3,76;3,57;5,08;4,82;3,91
Alabama;AL;2007;AL-2007;4,33;2,67;1,59;3,81;0,68;2,66;5,16;2,64;3,02;3,71;2,74;4,21
Alabama;AL;2008;AL-2008;4,01;5,81;4,03;4,44;4,48;2,60;4,00;8,83;1,52;3,12;3,09;7,01
Alabama;AL;2009;AL-2009;4,45;3,85;8,76;4,52;8,48;2,77;5,62;5,44;7,55;7,38;4,36;10,33
Alabama;AL;2010;AL-2010;6,16;4,11;5,13;2,87;6,15;3,23;3,44;4,63;1,65;2,64;4,64;2,22
Alabama;AL;2011;AL-2011;4,04;3,50;8,25;5,24;1,65;3,60;5,37;2,04;6,93;0,85;4,17;5,16
Alabama;AL;2012;AL-2012;5,53;4,28;5,31;1,86;4,12;3,70;5,61;5,75;5,27;2,91;1,37;6,64
Alabama;AL;2013;AL-2013;6,36;8,76;3,97;5,72;4,03;5,75;8,86;5,46;3,16;1,44;3,36;8,05
Alabama;AL;2014;AL-2014;2,73;5,68;5,45;9,49;4,13;5,27;3,36;3,24;2,50;4,51;3,08;6,33
Alabama;AL;2015;AL-2015;4,27;4,12;4,26;7,09;4,27;3,21;4,71;5,10;2,64;2,82;6,85;12,03
Arkansas;AR;1992;AR-1992;2,41;3,25;5,21;2,63;3,37;6,96;5,49;2,68;4,42;1,58;5,42;4,83
Arkansas;AR;1993;AR-1993;4,78;2,98;3,31;5,91;5,08;4,10;1,41;3,58;5,22;5,58;5,43;4,70
Arkansas;AR;1994;AR-1994;5,40;3,85;5,13;4,27;3,94;4,07;6,58;3,09;2,16;3,84;7,24;4,74
Arkansas;AR;1995;AR-1995;5,04;2,04;3,42;6,00;4,92;3,67;4,17;1,25;2,67;2,39;2,85;4,30
Arkansas;AR;1996;AR-1996;2,81;1,61;3,62;4,51;3,85;4,33;5,41;2,99;6,09;3,98;8,93;3,54
Arkansas;AR;1997;AR-1997;2,88;6,00;6,12;7,71;3,89;5,04;1,97;3,16;2,89;4,48;3,46;4,04
Arkansas;AR;1998;AR-1998;6,30;4,79;5,82;3,23;3,41;2,00;3,48;3,26;4,21;5,14;2,99;4,52
Arkansas;AR;1999;AR-1999;6,82;1,32;5,33;5,60;4,57;5,28;1,79;1,19;1,76;3,14;1,83;4,96
Arkansas;AR;2000;AR-2000;2,35;2,67;4,21;3,56;6,70;6,91;1,55;0,43;2,92;1,78;8,96;3,56
Arkansas;AR;2001;AR-2001;3,43;8,03;3,76;2,32;5,63;3,15;2,58;2,82;3,64;5,78;5,75;8,26
Arkansas;AR;2002;AR-2002;3,97;2,74;9,52;3,34;6,14;2,58;4,15;3,34;3,01;4,31;2,14;7,50
Arkansas;AR;2003;AR-2003;0,68;6,03;2,01;2,61;6,88;5,72;3,56;3,00;3,60;2,45;5,28;3,13
Arkansas;AR;2004;AR-2004;3,23;4,03;4,43;6,29;4,98;5,73;4,67;2,78;0,39;8,13;8,91;3,04
Arkansas;AR;2005;AR-2005;5,31;2,84;3,53;4,13;1,89;1,95;4,05;3,05;4,78;0,25;3,22;0,72
Arkansas;AR;2006;AR-2006;4,58;2,48;5,04;4,55;3,94;2,54;2,85;3,74;4,36;4,55;4,90;5,86
Arkansas;AR;2007;AR-2007;6,94;2,46;1,65;4,20;3,70;3,69;5,70;0,86;4,53;5,12;2,05;5,75
Arkansas;AR;2008;AR-2008;1,71;4,66;9,17;8,17;4,55;4,04;2,93;7,18;7,57;3,72;2,31;4,40
Arkansas;AR;2009;AR-2009;2,76;2,71;5,33;5,22;11,00;2,63;7,58;3,58;8,62;14,12;1,69;6,97
Arkansas;AR;2010;AR-2010;3,90;3,30;3,02;3,07;6,20;2,61;4,51;1,71;3,35;1,29;4,33;1,54
Arkansas;AR;2011;AR-2011;1,57;4,17;2,84;10,64;8,40;1,67;2,00;4,24;2,47;2,53;8,47;6,94
Arkansas;AR;2012;AR-2012;2,93;3,03;6,74;2,55;1,47;1,96;2,84;4,30;4,98;3,27;1,74;3,88
Arkansas;AR;2013;AR-2013;5,99;4,08;3,47;5,20;6,27;3,32;4,07;3,87;3,44;4,79;3,82;5,73
Arkansas;AR;2014;AR-2014;1,98;2,65;4,64;5,57;6,04;6,26;4,32;2,85;2,45;5,40;2,66;3,00
Arkansas;AR;2015;AR-2015;3,50;3,17;8,04;5,77;10,59;3,99;4,99;3,03;1,50;3,74;10,76;8,45
Arizona;AZ;1992;AZ-1992;1,46;1,97;2,92;0,45;1,58;0,22;1,91;3,51;0,53;0,75;0,13;3,51
Arizona;AZ;1993;AZ-1993;5,45;3,05;1,13;0,04;0,42;0,10;0,57;3,33;0,44;1,17;1,60;0,30
Arizona;AZ;1994;AZ-1994;0,23;1,33;1,29;0,49;0,58;0,29;1,08;1,81;1,53;0,90;1,65;2,46
Arizona;AZ;1995;AZ-1995;2,40;1,54;1,30;0,54;0,33;0,09;0,63;2,24;1,31;0,14;0,61;0,30
Arizona;AZ;1996;AZ-1996;0,18;1,13;0,33;0,07;0,06;0,33;2,05;1,78;1,92;0,85;0,68;0,13
Arizona;AZ;1997;AZ-1997;1,87;0,99;0,16;0,61;0,41;0,24;0,89;2,38;2,07;0,69;0,63;2,27
Arizona;AZ;1998;AZ-1998;0,48;3,23;1,93;0,54;0,16;0,08;2,59;1,83;1,31;1,05;0,91;0,45
Arizona;AZ;1999;AZ-1999;0,11;0,32;0,20;1,37;0,11;0,35;3,64;2,81;1,78;0,01;0,00;0,03
Arizona;AZ;2000;AZ-2000;0,22;0,47;1,59;0,09;0,01;0,93;0,67;2,73;0,21;3,94;1,07;0,11
Arizona;AZ;2001;AZ-2001;1,75;0,96;0,99;1,09;0,40;0,28;1,78;2,23;0,48;0,46;0,26;0,86
Arizona;AZ;2002;AZ-2002;0,21;0,15;0,20;0,15;0,01;0,01;1,64;1,18;1,82;0,66;0,60;0,96
Arizona;AZ;2003;AZ-2003;0,33;2,52;1,03;0,23;0,09;0,06;1,51;1,83;1,14;0,45;1,18;0,51
Arizona;AZ;2004;AZ-2004;0,85;1,01;0,97;1,36;0,01;0,10;1,37;1,60;1,52;1,65;1,56;1,69
Arizona;AZ;2005;AZ-2005;2,77;3,38;0,79;0,57;0,25;0,15;1,32;2,62;0,51;0,84;0,05;0,05
Arizona;AZ;2006;AZ-2006;0,11;0,05;1,29;0,19;0,06;0,42;2,96;2,45;1,65;1,11;0,05;0,35
Arizona;AZ;2007;AZ-2007;1,02;0,58;0,91;0,24;0,28;0,17;2,58;2,09;1,06;0,16;0,72;2,26
Arizona;AZ;2008;AZ-2008;1,94;1,10;0,07;0,02;0,67;0,21;2,86;2,58;0,82;0,32;0,89;1,79
Arizona;AZ;2009;AZ-2009;0,53;0,96;0,20;0,28;0,66;0,44;1,35;0,89;0,83;0,18;0,16;1,09
Arizona;AZ;2010;AZ-2010;3,69;1,51;1,03;0,26;0,05;0,09;2,38;2,04;0,74;1,10;0,15;1,50
Arizona;AZ;2011;AZ-2011;0,04;0,89;0,25;0,35;0,20;0,03;1,97;1,64;1,32;0,53;0,93;1,80
Arizona;AZ;2012;AZ-2012;0,27;0,40;0,65;0,26;0,10;0,11;2,76;2,27;1,28;0,18;0,27;1,52
Arizona;AZ;2013;AZ-2013;1,29;0,54;0,57;0,20;0,05;0,05;2,99;2,37;1,91;0,17;1,89;0,48
Arizona;AZ;2014;AZ-2014;0,02;0,12;0,98;0,19;0,05;0,01;2,17;3,38;2,88;0,77;0,15;1,44
Arizona;AZ;2015;AZ-2015;1,98;0,50;1,03;0,43;0,81;0,83;2,14;2,09;1,80;1,82;0,78;0,65
California;CA;1992;CA-1992;2,24;7,40;3,97;1,17;0,17;0,86;0,21;0,13;0,06;2,50;0,67;8,24
California;CA;1993;CA-1993;10,78;7,05;3,77;1,78;1,78;1,03;0,03;0,15;0,03;1,02;1,97;3,23
California;CA;1994;CA-1994;2,51;5,07;1,11;1,74;1,63;0,09;0,03;0,02;0,32;0,84;5,34;3,64
California;CA;1995;CA-1995;15,41;1,20;12,21;3,29;2,28;1,13;0,13;0,03;0,05;0,06;0,44;7,65
California;CA;1996;CA-1996;6,98;7,81;3,37;2,82;2,83;0,22;0,14;0,05;0,27;1,99;4,20;11,85
California;CA;1997;CA-1997;10,40;0,74;1,04;0,99;0,47;0,73;0,17;0,33;0,61;1,39;5,50;3,51
California;CA;1998;CA-1998;9,47;14,30;4,68;2,76;3,86;0,74;0,11;0,05;0,69;0,97;5,45;2,11
California;CA;1999;CA-1999;4,71;7,01;3,20;2,21;0,41;0,28;0,10;0,19;0,12;0,87;2,95;0,79
California;CA;2000;CA-2000;7,12;9,35;2,31;2,16;1,41;0,39;0,04;0,13;0,44;2,94;1,08;1,02
California;CA;2001;CA-2001;4,32;5,50;2,63;2,18;0,14;0,24;0,15;0,04;0,33;0,85;5,46;7,68
California;CA;2002;CA-2002;2,97;1,93;2,81;0,97;0,88;0,06;0,04;0,01;0,08;0,04;3,87;11,04
California;CA;2003;CA-2003;2,48;2,64;3,12;5,11;1,34;0,03;0,14;0,46;0,12;0,13;2,75;8,06
California;CA;2004;CA-2004;3,10;7,17;1,26;0,70;0,44;0,07;0,04;0,10;0,17;4,39;2,08;6,91
California;CA;2005;CA-2005;6,28;4,33;5,00;2,18;3,15;0,88;0,06;0,13;0,26;0,90;2,68;11,29
California;CA;2006;CA-2006;5,51;3,42;7,50;5,72;0,93;0,13;0,07;0,03;0,04;0,46;2,76;4,18
California;CA;2007;CA-2007;0,96;5,83;0,85;1,68;0,45;0,13;0,14;0,08;0,45;1,92;0,94;3,99
California;CA;2008;CA-2008;9,12;3,57;0,71;0,37;0,50;0,03;0,05;0,06;0,02;0,95;2,91;3,61
California;CA;2009;CA-2009;1,74;6,26;3,18;0,74;1,71;0,55;0,03;0,10;0,14;2,98;1,17;3,82
California;CA;2010;CA-2010;7,75;4,35;2,91;4,58;1,49;0,27;0,05;0,07;0,16;3,61;3,66;9,43
California;CA;2011;CA-2011;1,73;4,55;8,68;1,24;1,84;1,28;0,12;0,04;0,20;1,98;1,98;0,43
California;CA;2012;CA-2012;4,14;1,53;6,47;3,16;0,22;0,38;0,14;0,13;0,05;1,29;5,25;8,36
California;CA;2013;CA-2013;1,25;0,66;1,68;0,96;0,67;0,51;0,14;0,18;0,87;0,26;1,13;0,57
California;CA;2014;CA-2014;0,70;5,85;4,02;1,45;0,38;0,05;0,16;0,28;0,77;1,16;2,50;8,80
California;CA;2015;CA-2015;0,44;3,60;0,72;1,56;0,86;0,26;0,41;0,08;0,28;0,80;2,60;5,98
Colorado;CO;1992;CO-1992;0,75;0,83;2,49;0,80;2,11;2,24;2,47;3,08;0,68;0,91;1,67;1,16
Colorado;CO;1993;CO-1993;1,61;2,20;1,69;1,80;2,16;1,40;1,22;2,91;1,40;1,93;1,47;0,65
Colorado;CO;1994;CO-1994;0,80;1,22;1,17;2,60;1,72;1,19;1,12;2,24;1,35;1,99;1,73;0,70
Colorado;CO;1995;CO-1995;1,07;1,26;2,35;2,89;4,60;2,96;1,84;1,58;1,94;0,59;0,95;0,69
Colorado;CO;1996;CO-1996;1,80;1,29;1,33;1,33;2,04;1,75;2,28;1,92;2,37;1,73;1,47;1,28
Colorado;CO;1997;CO-1997;1,81;1,18;0,59;2,62;1,92;2,29;2,21;3,44;2,33;2,28;1,35;0,90
Colorado;CO;1998;CO-1998;0,83;1,06;2,00;1,97;1,08;1,11;3,85;1,97;0,94;2,50;1,43;0,66
Colorado;CO;1999;CO-1999;1,12;0,67;0,74;4,63;2,69;1,73;2,75;3,51;1,46;0,58;0,40;0,76
Colorado;CO;2000;CO-2000;1,31;1,23;2,73;1,42;1,23;1,02;1,67;2,20;1,41;1,79;0,88;0,85
Colorado;CO;2001;CO-2001;1,08;1,24;1,57;1,84;2,74;0,94;2,53;2,12;1,11;0,62;1,26;0,69
Colorado;CO;2002;CO-2002;0,67;0,53;0,94;0,57;0,67;0,84;1,12;1,46;2,20;1,69;1,04;0,63
Colorado;CO;2003;CO-2003;0,43;1,57;2,52;1,68;1,69;2,01;1,12;2,03;1,51;0,40;1,40;0,95
Colorado;CO;2004;CO-2004;1,00;1,41;0,67;3,33;0,73;2,05;2,48;1,94;2,23;1,55;1,73;0,82
Colorado;CO;2005;CO-2005;2,11;1,07;1,45;2,15;1,40;2,11;1,06;2,35;1,37;2,39;0,91;1,07
Colorado;CO;2006;CO-2006;1,03;0,52;1,71;0,98;0,91;0,79;3,24;2,76;2,19;2,89;0,87;1,67
Colorado;CO;2007;CO-2007;1,12;0,99;1,22;2,38;2,28;1,14;2,14;2,52;1,75;1,15;0,46;2,70
Colorado;CO;2008;CO-2008;1,75;1,59;1,06;1,21;1,66;0,92;1,53;3,22;1,13;1,29;0,93;2,03
Colorado;CO;2009;CO-2009;1,00;0,82;1,17;2,62;2,06;2,72;2,30;1,18;1,54;2,21;0,64;1,37
Colorado;CO;2010;CO-2010;0,97;1,28;1,85;2,21;1,34;1,41;2,53;2,38;0,73;1,45;0,95;1,68
Colorado;CO;2011;CO-2011;0,77;1,26;1,20;2,21;2,71;0,94;2,69;1,62;1,35;1,83;1,01;1,02
Colorado;CO;2012;CO-2012;0,77;1,51;0,47;1,43;1,03;0,45;2,50;1,16;1,38;0,74;0,47;1,31
Colorado;CO;2013;CO-2013;0,97;1,02;1,18;1,76;1,63;0,67;2,54;2,39;4,11;1,45;1,24;0,85
Colorado;CO;2014;CO-2014;1,28;1,27;1,29;1,45;2,31;1,19;2,93;2,50;2,17;1,07;1,23;1,37
Colorado;CO;2015;CO-2015;0,69;1,59;0,93;2,03;5,39;2,06;2,42;1,67;0,75;1,86;1,79;1,53
Connecticut;CT;1992;CT-1992;2,76;2,11;4,32;2,72;1,72;6,89;4,53;6,14;3,57;2,36;6,07;5,67
Connecticut;CT;1993;CT-1993;2,75;2,96;6,60;4,81;0,95;2,66;3,13;2,57;5,98;3,87;3,99;5,50
Connecticut;CT;1994;CT-1994;5,69;2,84;5,91;2,52;3,54;3,47;4,15;6,71;4,66;1,12;4,72;4,62
Connecticut;CT;1995;CT-1995;3,95;2,86;2,43;2,68;3,22;1,74;3,07;2,33;3,67;8,84;4,99;2,32
Connecticut;CT;1996;CT-1996;6,63;2,67;2,88;7,18;3,55;2,96;6,92;2,24;6,21;7,16;4,13;7,55
Connecticut;CT;1997;CT-1997;3,96;2,11;4,09;4,46;3,35;1,91;3,62;6,02;1,41;1,84;6,38;3,24
Connecticut;CT;1998;CT-1998;4,77;4,06;6,24;4,52;5,84;7,62;3,53;2,51;2,82;5,03;2,31;1,29
Connecticut;CT;1999;CT-1999;7,38;3,78;5,37;1,35;4,22;0,77;2,51;2,84;10,13;4,56;3,17;2,80
Connecticut;CT;2000;CT-2000;3,46;2,58;4,12;5,17;4,44;6,10;6,05;3,40;4,13;1,12;3,74;4,24
Connecticut;CT;2001;CT-2001;2,49;2,54;7,72;1,60;4,06;6,40;2,21;3,93;3,82;1,27;1,08;2,44
Connecticut;CT;2002;CT-2002;2,00;1,68;4,17;3,73;5,25;4,96;2,55;3,60;4,87;4,27;5,67;4,75
Connecticut;CT;2003;CT-2003;2,60;3,84;4,36;3,36;4,72;7,18;2,96;5,00;7,47;6,12;3,03;5,18
Connecticut;CT;2004;CT-2004;1,88;2,19;2,99;7,21;3,55;1,96;4,49;5,46;8,30;2,21;4,01;4,41
Connecticut;CT;2005;CT-2005;4,83;2,51;3,97;5,61;2,65;2,29;3,54;2,00;2,43;15,90;4,63;4,24
Connecticut;CT;2006;CT-2006;5,85;2,52;0,70;4,68;7,17;9,37;3,20;5,22;2,89;7,08;6,16;2,14
Connecticut;CT;2007;CT-2007;3,47;1,99;5,26;8,56;1,91;3,53;4,77;2,21;1,80;3,64;3,14;4,92
Connecticut;CT;2008;CT-2008;2,47;8,33;5,48;3,57;2,64;4,56;5,60;3,93;9,04;3,02;3,72;6,94
Connecticut;CT;2009;CT-2009;3,03;1,49;2,35;4,07;3,83;6,79;8,91;3,57;1,98;6,12;2,82;5,49
Connecticut;CT;2010;CT-2010;2,96;4,50;10,15;1,70;2,95;3,38;3,55;3,57;2,63;5,19;3,38;4,47
Connecticut;CT;2011;CT-2011;3,33;3,81;4,56;5,49;4,88;6,14;2,22;11,54;7,54;5,55;3,64;4,47
Connecticut;CT;2012;CT-2012;2,85;1,09;1,27;3,04;3,93;4,41;3,76;3,90;5,41;4,26;0,82;4,66
Connecticut;CT;2013;CT-2013;1,73;3,66;2,36;1,49;4,35;10,62;3,65;3,77;2,77;1,32;3,68;3,66
Connecticut;CT;2014;CT-2014;2,75;3,36;4,28;4,37;4,73;2,35;4,62;3,03;1,39;4,64;4,22;4,86
Connecticut;CT;2015;CT-2015;3,45;2,00;3,08;2,73;1,17;6,24;2,69;2,13;3,61;3,28;2,21;4,15
Delaware;DE;1992;DE-1992;1,28;2,81;3,94;1,65;4,22;2,75;3,53;6,03;4,82;1,57;3,51;3,92
Delaware;DE;1993;DE-1993;3,09;2,73;6,73;4,66;2,75;2,54;2,29;3,76;4,35;3,70;3,27;4,44
Delaware;DE;1994;DE-1994;4,72;4,61;8,28;3,12;3,36;2,46;5,78;5,10;3,53;0,96;3,30;1,75
Delaware;DE;1995;DE-1995;3,43;2,33;2,32;2,24;4,41;2,37;3,06;1,77;3,92;6,16;4,31;2,26
Delaware;DE;1996;DE-1996;4,99;2,53;3,73;4,69;5,62;6,09;6,14;4,26;5,06;4,79;2,15;7,83
Delaware;DE;1997;DE-1997;2,49;2,89;4,88;3,30;2,92;2,70;2,56;4,99;2,12;2,84;6,02;2,80
Delaware;DE;1998;DE-1998;5,86;5,23;5,22;3,08;4,20;3,62;1,86;3,42;2,22;2,36;1,20;2,48
Delaware;DE;1999;DE-1999;5,92;2,77;4,73;2,90;1,69;2,11;2,11;4,57;10,70;3,65;2,16;2,78
Delaware;DE;2000;DE-2000;3,26;2,17;7,18;3,81;3,35;4,80;5,79;4,53;5,64;0,36;2,45;2,93
Delaware;DE;2001;DE-2001;3,06;2,96;5,60;1,80;3,98;5,04;4,67;5,67;2,19;0,92;0,66;2,02
Delaware;DE;2002;DE-2002;2,52;0,65;4,65;3,91;3,37;3,16;2,37;2,79;5,76;7,32;5,46;4,30
Delaware;DE;2003;DE-2003;1,68;6,26;4,17;3,37;4,72;6,85;5,11;5,29;5,99;4,01;4,94;5,70
Delaware;DE;2004;DE-2004;2,22;2,22;2,79;5,51;3,17;3,85;6,40;6,03;4,29;1,97;4,64;2,82
Delaware;DE;2005;DE-2005;4,34;2,11;4,09;4,18;4,25;4,11;5,03;2,56;0,59;8,15;3,46;3,68
Delaware;DE;2006;DE-2006;3,91;1,58;0,32;3,36;1,81;9,56;5,33;1,69;6,47;5,50;5,52;1,89
Delaware;DE;2007;DE-2007;3,92;2,46;3,53;6,20;1,19;3,28;2,52;3,56;1,23;4,88;1,62;4,67
Delaware;DE;2008;DE-2008;1,86;3,74;3,20;3,18;5,53;3,27;4,56;1,03;4,34;1,95;4,48;5,17
Delaware;DE;2009;DE-2009;2,43;0,44;2,29;5,17;4,91;5,66;2,67;8,19;5,18;6,59;4,20;7,80
Delaware;DE;2010;DE-2010;2,68;3,98;6,32;2,03;2,24;2,04;4,88;3,24;3,78;5,83;2,18;2,17
Delaware;DE;2011;DE-2011;3,15;2,44;4,07;3,59;2,59;1,94;3,73;10,43;4,47;2,86;3,74;3,45
Delaware;DE;2012;DE-2012;2,14;2,03;1,12;2,66;2,45;3,15;3,12;5,50;3,93;7,76;1,03;4,01
Delaware;DE;2013;DE-2013;3,06;2,56;3,32;3,57;2,93;9,80;6,53;5,69;1,15;4,23;2,49;5,02
Delaware;DE;2014;DE-2014;3,07;4,66;3,85;4,64;3,05;2,90;5,04;4,24;3,44;2,45;4,03;3,78
Delaware;DE;2015;DE-2015;4,90;2,23;4,62;3,07;1,54;9,38;3,20;2,63;3,25;3,82;2,82;4,66
Florida;FL;1992;FL-1992;4,03;4,21;3,35;2,65;1,96;11,11;4,85;9,43;5,08;3,80;4,75;1,31
Florida;FL;1993;FL-1993;6,31;3,38;5,19;2,10;2,29;4,64;5,28;4,98;5,29;5,94;2,06;2,22
Florida;FL;1994;FL-1994;6,16;2,23;3,89;3,30;2,63;8,95;8,15;8,33;7,83;6,46;3,49;3,13
Florida;FL;1995;FL-1995;3,41;2,19;3,49;3,72;3,36;8,10;7,36;9,15;5,48;7,06;2,75;1,70
Florida;FL;1996;FL-1996;3,38;2,11;7,58;3,17;3,39;6,64;5,41;7,01;5,05;6,03;1,19;3,29
Florida;FL;1997;FL-1997;3,27;2,41;2,52;6,35;3,46;6,66;7,19;6,01;5,23;3,87;5,37;7,17
Florida;FL;1998;FL-1998;4,87;8,73;6,06;1,28;1,66;2,14;7,74;6,61;12,14;1,90;2,78;1,46
Florida;FL;1999;FL-1999;4,19;1,35;1,81;1,58;3,66;8,96;5,35;6,80;6,47;4,19;2,15;1,85
Florida;FL;2000;FL-2000;2,39;1,13;2,72;1,92;0,77;5,66;6,36;5,22;8,73;1,49;2,20;1,62
Florida;FL;2001;FL-2001;1,36;0,77;6,82;0,95;2,00;8,40;9,35;6,57;9,85;2,29;1,59;1,28
Florida;FL;2002;FL-2002;3,31;2,48;3,05;2,54;2,19;9,47;7,46;7,29;6,54;3,86;3,71;6,27
Florida;FL;2003;FL-2003;1,45;4,19;6,75;2,87;3,86;10,80;7,31;8,56;5,67;2,91;2,38;2,25
Florida;FL;2004;FL-2004;2,26;5,54;1,03;2,14;1,77;8,10;6,98;9,62;12,72;2,47;2,66;2,57
Florida;FL;2005;FL-2005;1,76;2,66;5,85;5,31;3,98;10,47;7,34;6,89;3,94;4,58;2,94;3,63
Florida;FL;2006;FL-2006;1,68;4,27;0,42;1,47;2,59;5,49;5,98;6,46;5,11;2,09;1,89;3,36
Florida;FL;2007;FL-2007;2,76;2,44;1,25;2,02;1,13;5,76;7,40;5,02;5,96;5,54;1,18;2,64
Florida;FL;2008;FL-2008;3,03;4,34;3,44;3,32;1,60;6,42;7,91;12,80;2,83;3,49;1,53;2,15
Florida;FL;2009;FL-2009;2,03;1,44;2,91;4,29;8,65;5,69;6,65;6,42;5,66;2,31;2,22;5,93
Florida;FL;2010;FL-2010;4,58;3,73;5,66;2,50;4,44;5,20;5,86;7,92;4,00;0,38;2,10;1,13
Florida;FL;2011;FL-2011;4,44;2,22;4,19;2,16;1,52;4,58;7,02;6,32;5,37;5,15;1,49;1,91
Florida;FL;2012;FL-2012;1,28;2,50;2,47;2,42;5,09;13,36;5,77;10,38;5,42;3,30;0,45;2,87
Florida;FL;2013;FL-2013;0,84;4,93;2,15;3,87;4,29;8,36;11,79;7,80;5,88;1,50;3,09;2,69
Florida;FL;2014;FL-2014;4,07;3,76;5,62;5,67;4,86;5,53;6,76;5,00;8,86;2,46;4,19;3,04
Florida;FL;2015;FL-2015;3,03;3,35;2,06;4,27;2,43;5,85;7,93;8,40;6,35;1,77;3,87;3,31
Georgia;GA;1992;GA-1992;5,95;5,45;5,03;2,26;2,10;5,74;5,16;7,33;4,31;3,36;8,14;3,98
Georgia;GA;1993;GA-1993;6,49;3,87;7,16;2,58;2,43;3,10;2,90;3,05;2,92;4,29;3,74;3,24
Georgia;GA;1994;GA-1994;5,24;3,76;6,68;3,01;2,23;7,57;9,26;5,69;3,97;7,72;3,24;3,04
Georgia;GA;1995;GA-1995;4,49;6,30;3,21;2,04;2,46;5,93;3,32;6,45;3,28;5,44;4,22;2,86
Georgia;GA;1996;GA-1996;5,78;3,36;7,59;3,51;2,79;3,10;4,12;5,04;4,44;3,01;2,63;3,94
Georgia;GA;1997;GA-1997;5,69;5,80;2,94;4,79;3,38;4,84;4,83;2,71;5,09;5,63;5,61;6,28
Georgia;GA;1998;GA-1998;6,05;7,60;6,19;6,66;2,85;2,77;4,44;3,96;6,76;1,36;1,84;2,64
Georgia;GA;1999;GA-1999;5,39;3,10;2,60;2,06;2,90;6,10;4,70;2,96;3,58;2,98;2,41;2,25
Georgia;GA;2000;GA-2000;4,85;1,80;4,77;2,76;1,06;3,77;3,38;4,19;6,49;0,48;4,51;3,36
Georgia;GA;2001;GA-2001;2,99;2,15;9,10;1,95;2,88;7,24;5,14;2,78;3,77;0,91;1,46;1,88
Georgia;GA;2002;GA-2002;4,21;2,40;5,67;2,25;3,29;3,36;4,34;3,48;6,21;4,53;4,95;5,37
Georgia;GA;2003;GA-2003;1,87;5,35;7,11;4,80;6,62;7,15;7,70;5,64;2,91;2,79;3,01;2,56
Georgia;GA;2004;GA-2004;2,93;5,29;0,99;2,09;3,07;7,13;4,24;4,64;11,97;1,83;4,93;3,12
Georgia;GA;2005;GA-2005;2,28;4,44;6,91;4,98;3,00;7,52;8,47;6,11;0,90;3,07;2,99;4,17
Georgia;GA;2006;GA-2006;4,17;4,32;1,69;2,54;2,63;3,46;3,05;4,31;3,45;3,14;3,17;3,47
Georgia;GA;2007;GA-2007;4,32;2,73;2,28;1,89;0,63;4,20;5,28;3,84;2,93;2,56;1,45;5,59
Georgia;GA;2008;GA-2008;3,39;5,59;3,78;3,26;2,64;2,43;4,75;7,23;1,16;4,34;3,63;4,68
Georgia;GA;2009;GA-2009;2,80;2,42;6,87;6,47;6,25;2,72;3,53;5,57;6,35;6,16;4,19;9,30
Georgia;GA;2010;GA-2010;6,06;3,65;3,74;2,43;5,26;4,24;3,60;5,09;3,37;1,62;2,23;2,35
Georgia;GA;2011;GA-2011;3,31;3,73;6,30;2,98;1,18;3,57;4,40;2,34;3,83;2,54;2,99;3,44
Georgia;GA;2012;GA-2012;3,27;2,90;4,16;1,63;3,77;4,27;4,55;5,98;2,89;2,02;1,11;5,15
Georgia;GA;2013;GA-2013;3,68;9,50;4,02;5,17;3,93;7,53;9,52;7,57;2,36;0,98;3,23;6,84
